Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,mouse_status,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,strain_background,Tissue
SRR6652448,P45,RNA-Seq,138,1898793474,PRJNA432094,SAMN08434819,623845008,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629969,GSM2970833,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970833,male,Striatum_ASD 9,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652449,P45,RNA-Seq,138,1296577206,PRJNA432094,SAMN08434809,440058904,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629970,GSM2970834,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970834,male,Striatum_control 1,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652450,P45,RNA-Seq,138,2507760564,PRJNA432094,SAMN08434809,834974860,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629970,GSM2970834,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970834,male,Striatum_control 1,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652451,P45,RNA-Seq,138,2094983106,PRJNA432094,SAMN08434808,685961933,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629971,GSM2970835,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970835,male,Striatum_ASD 24,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652452,P45,RNA-Seq,138,2198494284,PRJNA432094,SAMN08434808,719596447,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629971,GSM2970835,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970835,male,Striatum_ASD 24,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652453,P45,RNA-Seq,138,1901505312,PRJNA432094,SAMN08434807,661225785,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629972,GSM2970836,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970836,male,Striatum_ASD 3,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652454,P45,RNA-Seq,138,1951518306,PRJNA432094,SAMN08434807,680378041,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629972,GSM2970836,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970836,male,Striatum_ASD 3,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652455,P45,RNA-Seq,138,2076466542,PRJNA432094,SAMN08434806,733729256,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629973,GSM2970837,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970837,male,Striatum_ASD 11,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652456,P45,RNA-Seq,138,2130993792,PRJNA432094,SAMN08434806,758119802,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629973,GSM2970837,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970837,male,Striatum_ASD 11,SRP131764,C57BL/6J,macro-dissected Striatum
SRR6652457,P45,RNA-Seq,138,2129771940,PRJNA432094,SAMN08434874,731680559,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629974,GSM2970838,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970838,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652458,P45,RNA-Seq,138,2187910098,PRJNA432094,SAMN08434874,753109037,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629974,GSM2970838,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970838,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652459,P45,RNA-Seq,138,1884515028,PRJNA432094,SAMN08434873,617994011,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629975,GSM2970839,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970839,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652460,P45,RNA-Seq,138,1974763302,PRJNA432094,SAMN08434873,647251763,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629975,GSM2970839,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970839,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652461,P45,RNA-Seq,138,1759962300,PRJNA432094,SAMN08434872,614835567,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629976,GSM2970840,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970840,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652462,P45,RNA-Seq,138,1807388070,PRJNA432094,SAMN08434872,633371479,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629976,GSM2970840,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970840,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652463,P45,RNA-Seq,138,1319947644,PRJNA432094,SAMN08434871,443463097,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629977,GSM2970841,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970841,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652464,P45,RNA-Seq,138,2534600460,PRJNA432094,SAMN08434871,838418236,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629977,GSM2970841,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970841,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652465,P45,RNA-Seq,138,1922827554,PRJNA432094,SAMN08434870,635716139,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629978,GSM2970842,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970842,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652466,P45,RNA-Seq,138,2012987646,PRJNA432094,SAMN08434870,665331932,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629978,GSM2970842,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970842,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652467,P45,RNA-Seq,138,1640343072,PRJNA432094,SAMN08434869,592039538,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629979,GSM2970843,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970843,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652468,P45,RNA-Seq,138,1676084520,PRJNA432094,SAMN08434869,613152462,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629979,GSM2970843,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970843,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652469,P45,RNA-Seq,138,1616381856,PRJNA432094,SAMN08434868,534360995,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629980,GSM2970844,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970844,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652470,P45,RNA-Seq,138,1689726096,PRJNA432094,SAMN08434868,558523192,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629980,GSM2970844,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970844,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652471,P45,RNA-Seq,138,2135718360,PRJNA432094,SAMN08434867,725673768,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629981,GSM2970845,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970845,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652472,P45,RNA-Seq,138,2203007988,PRJNA432094,SAMN08434867,750311084,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629981,GSM2970845,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970845,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652473,P45,RNA-Seq,138,1981287804,PRJNA432094,SAMN08434866,686247205,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629982,GSM2970846,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970846,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652474,P45,RNA-Seq,138,2041406262,PRJNA432094,SAMN08434866,708833353,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629982,GSM2970846,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970846,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652475,P45,RNA-Seq,138,2208393714,PRJNA432094,SAMN08434865,753633456,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629983,GSM2970847,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970847,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652476,P45,RNA-Seq,138,2275370910,PRJNA432094,SAMN08434865,778304985,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629983,GSM2970847,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970847,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652477,P45,RNA-Seq,138,2202471444,PRJNA432094,SAMN08434864,726637931,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629984,GSM2970848,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970848,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652478,P45,RNA-Seq,138,2313939702,PRJNA432094,SAMN08434864,763388765,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629984,GSM2970848,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970848,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652479,P45,RNA-Seq,138,1212131280,PRJNA432094,SAMN08434863,413122984,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629985,GSM2970849,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970849,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652480,P45,RNA-Seq,138,2310894318,PRJNA432094,SAMN08434863,768205941,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629985,GSM2970849,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970849,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652481,P45,RNA-Seq,138,1819186794,PRJNA432094,SAMN08434862,621898268,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629986,GSM2970850,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970850,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652482,P45,RNA-Seq,138,1869922770,PRJNA432094,SAMN08434862,640921374,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629986,GSM2970850,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970850,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652483,P45,RNA-Seq,138,2018869206,PRJNA432094,SAMN08434861,665487988,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629987,GSM2970851,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970851,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652484,P45,RNA-Seq,138,2123505912,PRJNA432094,SAMN08434861,700155296,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629987,GSM2970851,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970851,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652485,P45,RNA-Seq,138,2556398664,PRJNA432094,SAMN08434860,851081155,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629988,GSM2970852,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970852,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652486,P45,RNA-Seq,138,1339740708,PRJNA432094,SAMN08434860,453678071,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629988,GSM2970852,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970852,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652487,P45,RNA-Seq,138,1118214690,PRJNA432094,SAMN08434859,388562197,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629989,GSM2970853,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970853,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652488,P45,RNA-Seq,138,2146658034,PRJNA432094,SAMN08434859,729111307,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629989,GSM2970853,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970853,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652489,P45,RNA-Seq,138,1320384000,PRJNA432094,SAMN08434858,445682267,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629990,GSM2970854,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970854,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652490,P45,RNA-Seq,138,2527832250,PRJNA432094,SAMN08434858,837585235,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629990,GSM2970854,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970854,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652491,P45,RNA-Seq,138,2041426272,PRJNA432094,SAMN08434857,709696360,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629991,GSM2970855,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970855,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652492,P45,RNA-Seq,138,2102452356,PRJNA432094,SAMN08434857,733067427,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629991,GSM2970855,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970855,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652493,P45,RNA-Seq,138,1756231056,PRJNA432094,SAMN08434856,599671053,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629992,GSM2970856,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970856,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652494,P45,RNA-Seq,138,1837307298,PRJNA432094,SAMN08434856,625220875,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629992,GSM2970856,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970856,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652495,P45,RNA-Seq,138,1153695180,PRJNA432094,SAMN08434855,391172122,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629993,GSM2970857,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970857,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652496,P45,RNA-Seq,138,2145803262,PRJNA432094,SAMN08434855,712450714,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629993,GSM2970857,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970857,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652497,P45,RNA-Seq,138,1913103936,PRJNA432094,SAMN08434854,663039601,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629994,GSM2970858,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970858,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652498,P45,RNA-Seq,138,1961826492,PRJNA432094,SAMN08434854,682526035,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629994,GSM2970858,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970858,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652499,P45,RNA-Seq,138,1208492220,PRJNA432094,SAMN08434853,408310339,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629995,GSM2970859,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970859,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652500,P45,RNA-Seq,138,2231917194,PRJNA432094,SAMN08434853,739123208,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629995,GSM2970859,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970859,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652501,P45,RNA-Seq,138,1924712772,PRJNA432094,SAMN08434852,669689544,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629996,GSM2970860,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970860,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652502,P45,RNA-Seq,138,1973817174,PRJNA432094,SAMN08434852,690919952,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629996,GSM2970860,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970860,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652503,P45,RNA-Seq,138,2196538548,PRJNA432094,SAMN08434851,727343147,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629997,GSM2970861,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970861,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652504,P45,RNA-Seq,138,1183909452,PRJNA432094,SAMN08434851,400236663,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629997,GSM2970861,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970861,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652505,P45,RNA-Seq,138,1134314874,PRJNA432094,SAMN08434850,381924420,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629998,GSM2970862,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970862,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
